Service,Price_Discrimination_Score,Enforcement_Intensity_Percent
Amazon Prime,25.521173784989525,0.39421813403416556
Apple Music,0.7295173442458757,0.7530120481927711
Disney+,0.9359754270278681,0.18424689083371718
ExpressVPN,0.1172255014142323,8.333333333333332
Netflix,12.588999527004086,0.17409470752089137
NordVPN,1.6821382496421307,5.454545454545454
Spotify,8.531376314416205,0.028161081385525203
Youtube Premium,0.48620609173103085,3.176827843961691
