Year,Service,Country,Original_Price,Currency,Exchange_Rate,Price_USD,US_Baseline_Price,DSPI,Monthly_Salary_USD,Affordability_Wage_Based_%,Real_Diff_USD,Real_Diff_USD_%,Conversion_Date,Date Collected
2024,Apple Music,Argentina,5978.0,ARS,0.0012,7.1736,10.99,0.6527388535,548.18,0.01308621256,-3.8164,-0.3472611465,2025-12-28 19:17:56,2025-12-01
2024,Microsoft 365,Argentina,37199.0,ARS,0.0012,3.7199000000000004,8.3325,0.4464326433,548.18,0.006785909737677407,-4.612599999999999,-0.5535673567,2025-12-28 19:17:56,2025-12-01
2024,Adobe Creative Cloud,Argentina,59035.9,ARS,0.0012,70.84308,69.99,1.012188598,548.18,0.1292332446,0.85308,0.01218859837,2025-12-28 19:17:56,2025-12-01
2024,Xbox Game Pass,Argentina,8999.0,ARS,0.0012,10.7988,9.99,1.080960961,548.18,0.01969936882,0.8088,0.08096096096,2025-12-28 19:17:56,2025-12-01
2024,NordVPN,Argentina,213.0,BRL,0.2,1.5777777777777777,3.558148148148148,0.4434266681,548.18,0.002878211130974822,-1.9803703703703703,-0.5565733319,2025-12-28 19:17:56,2025-12-01
2024,ExpressVPN,Argentina,97.72,USD,1.0,3.4899999999999998,3.8000000000000003,0.9184210526,548.18,0.006366521945346419,-0.3100000000000005,-0.08157894737,2025-12-28 19:17:56,2025-12-01
2024,Netflix,Brazil,44.9,BRL,0.2,8.98,17.99,0.4991662034,600.0,0.01496666667,-9.01,-0.5008337966,2025-12-28 19:17:56,2025-12-01
2024,Youtube Premium,Brazil,24.9,BRL,0.2,4.98,13.99,0.355968549,600.0,0.0083,-9.01,-0.644031451,2025-12-28 19:17:56,2025-12-01
2024,Disney+,Brazil,46.9,BRL,0.2,9.38,12.99,0.7220939184,600.0,0.01563333333,-3.61,-0.2779060816,2025-12-28 19:17:56,2025-12-01
2024,Amazon Prime,Brazil,19.9,BRL,0.2,3.98,14.99,0.2655103402,600.0,0.006633333333,-11.01,-0.7344896598,2025-12-28 19:17:56,2025-12-01
2024,Spotify,Brazil,23.9,BRL,0.2,4.78,11.99,0.3986655546,600.0,0.007966666667,-7.21,-0.6013344454,2025-12-28 19:17:56,2025-12-01
2024,Apple Music,Brazil,21.9,BRL,0.2,4.38,10.99,0.398544131,600.0,0.0073,-6.61,-0.601455869,2025-12-28 19:17:56,2025-12-01
2024,Microsoft 365,Brazil,509.0,BRL,0.2,8.483333333333333,8.3325,1.01810181,600.0,0.014138888888888888,0.15083333333333293,0.01810181018,2025-12-28 19:17:56,2025-12-01
2024,Adobe Creative Cloud,Brazil,214.0,BRL,0.2,42.8,69.99,0.6115159308,600.0,0.07133333333,-27.19,-0.3884840692,2025-12-28 19:17:56,2025-12-01
2024,Xbox Game Pass,Brazil,43.9,BRL,0.2,8.78,9.99,0.8788788789,600.0,0.01463333333,-1.21,-0.1211211211,2025-12-28 19:17:56,2025-12-01
2024,NordVPN,Brazil,213.3,BRL,0.2,1.5799999999999998,3.558148148148148,0.4440512127,600.0,0.002633333333333333,-1.9781481481481482,-0.5559487873,2025-12-28 19:17:56,2025-12-01
2024,ExpressVPN,Brazil,97.72,USD,1.0,3.4899999999999998,3.8000000000000003,0.9184210526,600.0,0.005816666666666666,-0.3100000000000005,-0.08157894737,2025-12-28 19:17:56,2025-12-01
2024,Netflix,Ukraine,7.49,EUR,1.09,8.1641,17.99,0.4538132296,509.6,0.0160206044,-9.8259,-0.5461867704,2025-12-28 19:17:56,2025-12-01
2024,Youtube Premium,Ukraine,99.0,UAH,0.026,2.574,13.99,0.1839885633,509.6,0.005051020408,-11.416,-0.8160114367,2025-12-28 19:17:56,2025-12-01
2024,Amazon Prime,Ukraine,6.99,EUR,1.09,7.6191,14.99,0.5082788526,509.6,0.01495113815,-7.3709,-0.4917211474,2025-12-28 19:17:56,2025-12-01
2024,Spotify,Ukraine,4.99,USD,1.0,4.99,11.99,0.4161801501,509.6,0.009791993721,-7.0,-0.5838198499,2025-12-28 19:17:56,2025-12-01
2024,Apple Music,Ukraine,4.99,USD,1.0,4.99,10.99,0.4540491356,509.6,0.009791993721,-6.0,-0.5459508644,2025-12-28 19:17:56,2025-12-01
2024,Microsoft 365,Ukraine,2699.0,UAH,0.026,5.847833333333334,8.3325,0.701810181,509.6,0.011475340136054422,-2.4846666666666657,-0.298189819,2025-12-28 19:17:56,2025-12-01
2024,Adobe Creative Cloud,Ukraine,40.79,USD,1.0,40.79,69.99,0.5827975425,509.6,0.08004317111,-29.2,-0.4172024575,2025-12-28 19:17:56,2025-12-01
2024,Xbox Game Pass,Ukraine,290.0,UAH,0.026,7.54,9.99,0.7547547548,509.6,0.01479591837,-2.45,-0.2452452452,2025-12-28 19:17:56,2025-12-01
2024,NordVPN,Ukraine,96.88,USD,1.0,3.588148148148148,3.558148148148148,1.008431352,509.6,0.00704110704110704,0.029999999999999805,0.008431352139,2025-12-28 19:17:56,2025-12-01
2024,ExpressVPN,Ukraine,117.26,USD,1.0,4.187857142857143,3.8000000000000003,1.102067669,509.6,0.008217930029154519,0.3878571428571429,0.1020676692,2025-12-28 19:17:56,2025-12-01
2024,Netflix,Philippines,449.0,PHP,0.018,8.082,17.99,0.4492495831,370.49,0.02181435396,-9.908,-0.5507504169,2025-12-28 19:17:56,2025-12-01
2024,Youtube Premium,Philippines,189.0,PHP,0.018,3.402,13.99,0.2431736955,370.49,0.009182434074,-10.588,-0.7568263045,2025-12-28 19:17:56,2025-12-01
2024,Disney+,Philippines,249.0,PHP,0.018,4.482,12.99,0.345034642,370.49,0.01209749251,-8.508,-0.654965358,2025-12-28 19:17:56,2025-12-01
2024,Amazon Prime,Philippines,149.0,PHP,0.018,2.682,14.99,0.1789192795,370.49,0.007239061783,-12.308,-0.8210807205,2025-12-28 19:17:56,2025-12-01
2024,Spotify,Philippines,169.0,PHP,0.018,3.042,11.99,0.2537114262,370.49,0.008210747928,-8.948,-0.7462885738,2025-12-28 19:17:56,2025-12-01
2024,Apple Music,Philippines,139.0,PHP,0.018,2.502,10.99,0.2276615105,370.49,0.00675321871,-8.488,-0.7723384895,2025-12-28 19:17:56,2025-12-01
2024,Microsoft 365,Philippines,4899.0,PHP,0.018,7.3485000000000005,8.3325,0.8819081908,370.49,0.019834543442468083,-0.9839999999999991,-0.1180918092,2025-12-28 19:17:56,2025-12-01
2024,Adobe Creative Cloud,Philippines,3800.0,PHP,0.018,68.4,69.99,0.9772824689,370.49,0.1846203676,-1.59,-0.02271753108,2025-12-28 19:17:56,2025-12-01
2024,Xbox Game Pass,Philippines,320.0,PHP,0.018,5.76,9.99,0.5765765766,370.49,0.01554697833,-4.23,-0.4234234234,2025-12-28 19:17:56,2025-12-01
2024,NordVPN,Philippines,4800.0,PHP,0.018,3.2,3.558148148148148,0.8993442282,370.49,0.008637210181111502,-0.3581481481481479,-0.1006557718,2025-12-28 19:17:56,2025-12-01
2024,ExpressVPN,Philippines,97.72,USD,1.0,3.4899999999999998,3.8000000000000003,0.9184210526,370.49,0.00941995735377473,-0.3100000000000005,-0.08157894737,2025-12-28 19:17:56,2025-12-01
2024,Netflix,Pakistan,800.0,PKR,0.0036,2.88,17.99,0.1600889383,254.52,0.01131541726,-15.11,-0.8399110617,2025-12-28 19:17:56,2025-12-01
2024,Youtube Premium,Pakistan,479.0,PKR,0.0036,1.7244,13.99,0.1232594711,254.52,0.006775106082,-12.2656,-0.8767405289,2025-12-28 19:17:56,2025-12-01
2024,Amazon Prime,Pakistan,599.0,PKR,0.0036,2.1564,14.99,0.1438559039,254.52,0.00847241867,-12.8336,-0.8561440961,2025-12-28 19:17:56,2025-12-01
2024,Spotify,Pakistan,349.0,PKR,0.0036,1.2564,11.99,0.1047873228,254.52,0.004936350778,-10.7336,-0.8952126772,2025-12-28 19:17:56,2025-12-01
2024,Microsoft 365,Pakistan,22999.0,PKR,0.0036,6.8997,8.3325,0.8280468047,254.52,0.02710867515322961,-1.4327999999999994,-0.1719531953,2025-12-28 19:17:56,2025-12-01
2024,Adobe Creative Cloud,Pakistan,69.99,USD,1.0,69.99,69.99,1.0,254.52,0.2749882131,0.0,0.0,2025-12-28 19:17:56,2025-12-01
2024,Xbox Game Pass,Pakistan,499.0,PKR,0.0036,1.7964,9.99,0.1798198198,254.52,0.007057991513,-8.1936,-0.8201801802,2025-12-28 19:17:56,2025-12-01
2024,NordVPN,Pakistan,105.03,SGD,0.74,2.8786,3.558148148148148,0.8090163423,254.52,0.01130991670595631,-0.679548148148148,-0.1909836577,2025-12-28 19:17:56,2025-12-01
2024,ExpressVPN,Pakistan,78.18,USD,1.0,2.7921428571428573,3.8000000000000003,0.7347744361,254.52,0.010970229676028828,-1.007857142857143,-0.2652255639,2025-12-28 19:17:56,2025-12-01
