Year,Service,Country,Original_Price,Currency,Exchange_Rate,Price_USD,US_Baseline_Price,DSPI,Monthly_Salary_USD,Affordability_Wage_Based_%,Real_Diff_USD,Real_Diff_USD_%,Conversion_Date,Date Collected
2024,Amazon Prime,Argentina,7954,ARS,0.0012,9.5448,14.99,0.6367444963,548.18,0.01741179904,-5.4452,-36.33%,2025-12-28 19:17:56,December 2025
2024,Spotify,Argentina,3299,ARS,0.0012,3.9588,11.99,0.330175146,548.18,0.007221715495,-8.0312,-66.98%,2025-12-28 19:17:56,December 2025
2024,Apple Music,Argentina,5978,ARS,0.0012,7.1736,10.99,0.6527388535,548.18,0.01308621256,-3.8164,-34.73%,2025-12-28 19:17:56,December 2025
2024,Microsoft 365,Argentina,37199,ARS,0.0012,44.6388,99.99,0.4464326433,548.18,0.08143091685,-55.3512,-55.36%,2025-12-28 19:17:56,December 2025
2024,Adobe Creative Cloud,Argentina,59035.9,ARS,0.0012,70.84308,69.99,1.012188598,548.18,0.1292332446,0.85308,1.22%,2025-12-28 19:17:56,December 2025
2024,Xbox Game Pass,Argentina,8999,ARS,0.0012,10.7988,9.99,1.080960961,548.18,0.01969936882,0.8088,8.10%,2025-12-28 19:17:56,December 2025
2024,NordVPN,Argentina,213,BRL,0.2,42.6,96.07,0.4434266681,548.18,0.07771170054,-53.47,-55.66%,2025-12-28 19:17:56,December 2025
2024,ExpressVPN,Argentina,97.72,USD,1,97.72,106.4,0.9184210526,548.18,0.1782626145,-8.68,-8.16%,2025-12-28 19:17:56,December 2025
2024,Netflix,Brazil,44.9,BRL,0.2,8.98,17.99,0.4991662034,600,0.01496666667,-9.01,-50.08%,2025-12-28 19:17:56,December 2025
2024,Youtube Premium,Brazil,24.9,BRL,0.2,4.98,13.99,0.355968549,600,0.0083,-9.01,-64.40%,2025-12-28 19:17:56,December 2025
2024,Disney+,Brazil,46.9,BRL,0.2,9.38,12.99,0.7220939184,600,0.01563333333,-3.61,-27.79%,2025-12-28 19:17:56,December 2025
2024,Amazon Prime,Brazil,19.9,BRL,0.2,3.98,14.99,0.2655103402,600,0.006633333333,-11.01,-73.45%,2025-12-28 19:17:56,December 2025
2024,Spotify,Brazil,23.9,BRL,0.2,4.78,11.99,0.3986655546,600,0.007966666667,-7.21,-60.13%,2025-12-28 19:17:56,December 2025
2024,Apple Music,Brazil,21.9,BRL,0.2,4.38,10.99,0.398544131,600,0.0073,-6.61,-60.15%,2025-12-28 19:17:56,December 2025
2024,Microsoft 365,Brazil,509,BRL,0.2,101.8,99.99,1.01810181,600,0.1696666667,1.81,1.81%,2025-12-28 19:17:56,December 2025
2024,Adobe Creative Cloud,Brazil,214,BRL,0.2,42.8,69.99,0.6115159308,600,0.07133333333,-27.19,-38.85%,2025-12-28 19:17:56,December 2025
2024,Xbox Game Pass,Brazil,43.9,BRL,0.2,8.78,9.99,0.8788788789,600,0.01463333333,-1.21,-12.11%,2025-12-28 19:17:56,December 2025
2024,NordVPN,Brazil,213.3,BRL,0.2,42.66,96.07,0.4440512127,600,0.0711,-53.41,-55.59%,2025-12-28 19:17:56,December 2025
2024,ExpressVPN,Brazil,97.72,USD,1,97.72,106.4,0.9184210526,600,0.1628666667,-8.68,-8.16%,2025-12-28 19:17:56,December 2025
2024,Netflix,Ukraine,7.49,EUR,1.09,8.1641,17.99,0.4538132296,509.6,0.0160206044,-9.8259,-54.62%,2025-12-28 19:17:56,December 2025
2024,Youtube Premium,Ukraine,99,UAH,0.026,2.574,13.99,0.1839885633,509.6,0.005051020408,-11.416,-81.60%,2025-12-28 19:17:56,December 2025
2024,Amazon Prime,Ukraine,6.99,EUR,1.09,7.6191,14.99,0.5082788526,509.6,0.01495113815,-7.3709,-49.17%,2025-12-28 19:17:56,December 2025
